,gender,seniorcitizen,partner,dependents,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,tenure,phoneservice,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn,cust-loyality,family_member,subscription_count
164,Female,youth,Yes,Yes,No,No,No,No,No,No,No,No,11,Yes,One year,No,Mailed check,20.6,233.9,No,New,Married With Dependents ,0
165,Male,youth,Yes,No,No,No,No,No,No,No,No,No,69,Yes,Two year,No,Mailed check,19.9,1363.45,No,Very Loyal,Married,0
166,Female,youth,No,No,No,Fiber optic,No,No,No,No,No,No,4,Yes,Month-to-month,Yes,Bank transfer (automatic),70.9,273.0,Yes,New,Single,0
167,Male,youth,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,72,Yes,Two year,Yes,Bank transfer (automatic),89.05,6254.45,No,Very Loyal,Married,6
168,Male,old,Yes,No,unknown,DSL,No,Yes,Yes,No,No,Yes,58,No,Month-to-month,Yes,Electronic check,45.3,2651.2,Yes,Very Loyal,Married,3
169,Female,youth,Yes,Yes,No,No,No,No,No,No,No,No,16,Yes,Month-to-month,No,Electronic check,20.4,321.4,No,Somewhat Loyal,Married With Dependents ,0
170,Male,youth,Yes,No,No,Fiber optic,Yes,No,Yes,Yes,No,No,43,Yes,One year,Yes,Bank transfer (automatic),84.25,3539.25,No,Loyal,Married,3
171,Female,youth,Yes,No,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,2,Yes,Month-to-month,Yes,Electronic check,104.4,242.8,Yes,New,Married,4
172,Male,youth,Yes,No,No,DSL,No,Yes,Yes,Yes,Yes,Yes,14,Yes,Two year,No,Mailed check,81.95,1181.75,No,Somewhat Loyal,Married,5
173,Female,youth,Yes,No,No,Fiber optic,No,No,Yes,No,Yes,Yes,53,Yes,One year,Yes,Bank transfer (automatic),94.85,5000.2,Yes,Very Loyal,Married,3
174,Female,youth,No,No,No,No,No,No,No,No,No,No,32,Yes,One year,No,Bank transfer (automatic),20.55,654.55,No,Loyal,Single,0
175,Female,youth,Yes,No,Yes,No,No,No,No,No,No,No,34,Yes,Month-to-month,No,Electronic check,24.7,780.2,No,Loyal,Married,0
176,Female,old,No,No,Yes,Fiber optic,No,No,No,No,No,No,15,Yes,Month-to-month,Yes,Mailed check,74.45,1145.7,Yes,Somewhat Loyal,Single,0
177,Female,old,No,No,No,Fiber optic,Yes,No,No,No,No,No,7,Yes,Month-to-month,No,Bank transfer (automatic),76.45,503.6,Yes,New,Single,1
178,Female,youth,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,15,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,1559.25,No,Somewhat Loyal,Married With Dependents ,4
179,Male,youth,Yes,No,No,No,No,No,No,No,No,No,61,Yes,One year,Yes,Credit card (automatic),20.55,1252.0,No,Very Loyal,Married,0
180,Female,youth,No,No,unknown,DSL,No,Yes,No,No,No,No,1,No,Month-to-month,No,Bank transfer (automatic),29.95,29.95,Yes,New,Single,1
181,Female,youth,No,No,No,DSL,No,No,No,No,No,No,1,Yes,Month-to-month,No,Mailed check,45.3,45.3,No,New,Single,0
182,Male,youth,No,No,Yes,Fiber optic,No,No,No,No,No,Yes,8,Yes,Month-to-month,No,Bank transfer (automatic),84.5,662.65,Yes,New,Single,1
183,Male,youth,Yes,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,33,Yes,One year,No,Credit card (automatic),74.75,2453.3,No,Loyal,Married With Dependents ,4
184,Female,youth,No,No,No,Fiber optic,No,Yes,Yes,No,No,No,13,Yes,Month-to-month,Yes,Electronic check,79.25,1111.65,Yes,Somewhat Loyal,Single,2
185,Female,youth,Yes,No,unknown,DSL,No,No,No,No,No,No,1,No,Month-to-month,Yes,Electronic check,24.8,24.8,Yes,New,Married,0
186,Male,youth,No,No,No,DSL,No,Yes,No,No,No,No,20,Yes,Month-to-month,Yes,Mailed check,51.8,1023.85,No,Somewhat Loyal,Single,1
187,Male,youth,No,No,unknown,DSL,No,No,No,Yes,No,No,3,No,Month-to-month,No,Electronic check,30.4,82.15,No,New,Single,1
188,Female,youth,No,No,No,No,No,No,No,No,No,No,13,Yes,One year,No,Electronic check,19.65,244.8,No,Somewhat Loyal,Single,0
189,Female,youth,Yes,No,Yes,DSL,No,Yes,No,No,No,No,40,Yes,Month-to-month,No,Credit card (automatic),56.6,2379.1,No,Loyal,Married,1
190,Male,youth,Yes,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,43,Yes,One year,Yes,Credit card (automatic),71.9,3173.35,No,Loyal,Married With Dependents ,3
191,Male,youth,Yes,No,No,Fiber optic,No,Yes,Yes,No,No,Yes,6,Yes,Month-to-month,Yes,Electronic check,91.0,531.0,Yes,New,Married,3
192,Female,youth,Yes,Yes,No,No,No,No,No,No,No,No,69,Yes,Two year,No,Bank transfer (automatic),19.75,1375.4,No,Very Loyal,Married With Dependents ,0
193,Female,youth,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,72,Yes,Two year,No,Credit card (automatic),109.7,8129.3,No,Very Loyal,Married With Dependents ,5
194,Male,youth,Yes,Yes,No,No,No,No,No,No,No,No,59,Yes,Two year,No,Credit card (automatic),19.3,1192.7,No,Very Loyal,Married With Dependents ,0
195,Female,youth,Yes,No,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,20,Yes,Month-to-month,Yes,Electronic check,96.55,1901.65,No,Somewhat Loyal,Married,4
196,Male,youth,Yes,Yes,Yes,No,No,No,No,No,No,No,24,Yes,Two year,Yes,Bank transfer (automatic),24.1,587.4,No,Loyal,Married With Dependents ,0
197,Male,youth,No,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,59,Yes,Month-to-month,Yes,Electronic check,111.35,6519.75,No,Very Loyal,Single,5
198,Male,youth,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,72,Yes,Two year,Yes,Bank transfer (automatic),112.25,8041.65,No,Very Loyal,Married With Dependents ,5
199,Male,youth,No,Yes,No,No,No,No,No,No,No,No,1,Yes,Month-to-month,No,Mailed check,20.75,20.75,No,New,Singe With Dependents,0
200,Female,youth,Yes,No,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,27,Yes,One year,Yes,Credit card (automatic),101.9,2681.15,No,Loyal,Married,4
201,Female,youth,No,No,No,Fiber optic,No,Yes,No,Yes,No,No,14,Yes,Month-to-month,Yes,Credit card (automatic),80.05,1112.3,No,Somewhat Loyal,Single,2
202,Male,youth,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,71,Yes,Two year,No,Electronic check,105.55,7405.5,No,Very Loyal,Married With Dependents ,4
203,Male,youth,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,13,Yes,Month-to-month,Yes,Credit card (automatic),78.3,1033.95,No,Somewhat Loyal,Singe With Dependents,1
204,Male,youth,No,No,No,Fiber optic,No,No,No,No,No,No,44,Yes,Month-to-month,No,Credit card (automatic),68.85,2958.95,No,Loyal,Single,0
205,Female,youth,No,No,No,Fiber optic,No,Yes,No,Yes,No,No,33,Yes,One year,Yes,Bank transfer (automatic),79.95,2684.85,No,Loyal,Single,2
206,Male,youth,Yes,Yes,unknown,DSL,Yes,Yes,Yes,Yes,No,Yes,72,No,Two year,Yes,Credit card (automatic),55.45,4179.2,No,Very Loyal,Married With Dependents ,5
207,Male,youth,No,No,No,Fiber optic,No,No,No,No,No,Yes,1,Yes,Month-to-month,No,Electronic check,79.9,79.9,Yes,New,Single,1
208,Female,youth,No,No,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,19,Yes,Month-to-month,Yes,Electronic check,106.6,1934.45,Yes,Somewhat Loyal,Single,5
209,Male,youth,Yes,No,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,64,Yes,One year,Yes,Credit card (automatic),102.45,6654.1,No,Very Loyal,Married,5
210,Male,youth,No,No,No,DSL,No,No,No,No,No,No,2,Yes,Month-to-month,Yes,Credit card (automatic),46.0,84.5,Yes,New,Single,0
211,Female,youth,No,No,unknown,DSL,No,No,No,No,No,No,1,No,Month-to-month,No,Electronic check,25.25,25.25,No,New,Single,0
212,Male,youth,No,Yes,No,No,No,No,No,No,No,No,61,Yes,Two year,No,Mailed check,19.75,1124.2,No,Very Loyal,Singe With Dependents,0
213,Female,youth,Yes,Yes,No,No,No,No,No,No,No,No,29,Yes,One year,No,Electronic check,20.0,540.05,No,Loyal,Married With Dependents ,0
214,Male,old,Yes,No,Yes,Fiber optic,No,No,No,No,No,Yes,23,Yes,Month-to-month,No,Electronic check,86.8,1975.85,No,Somewhat Loyal,Married,1
215,Female,youth,Yes,No,unknown,DSL,Yes,Yes,Yes,No,Yes,Yes,57,No,Month-to-month,Yes,Bank transfer (automatic),58.75,3437.45,No,Very Loyal,Married,5
216,Male,youth,Yes,Yes,unknown,DSL,Yes,Yes,Yes,Yes,No,No,72,No,Two year,No,Credit card (automatic),45.25,3139.8,No,Very Loyal,Married With Dependents ,4
217,Male,youth,Yes,No,unknown,DSL,Yes,Yes,Yes,Yes,Yes,No,66,No,Two year,Yes,Bank transfer (automatic),56.6,3789.2,No,Very Loyal,Married,5
218,Male,youth,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,65,Yes,Two year,Yes,Bank transfer (automatic),84.2,5324.5,No,Very Loyal,Married With Dependents ,5
219,Female,youth,No,No,No,Fiber optic,No,No,No,No,Yes,No,8,Yes,Month-to-month,Yes,Bank transfer (automatic),80.0,624.6,No,New,Single,1
220,Female,youth,No,No,No,Fiber optic,No,No,No,No,No,No,4,Yes,Month-to-month,Yes,Electronic check,70.15,268.35,Yes,New,Single,0
221,Female,youth,Yes,No,Yes,No,No,No,No,No,No,No,71,Yes,Two year,No,Bank transfer (automatic),24.75,1836.9,No,Very Loyal,Married,0
222,Male,youth,Yes,Yes,No,No,No,No,No,No,No,No,1,Yes,One year,Yes,Electronic check,20.2,20.2,No,New,Married With Dependents ,0
223,Male,youth,Yes,No,No,DSL,No,No,No,Yes,No,No,4,Yes,Month-to-month,No,Mailed check,50.05,179.35,Yes,New,Married,1
224,Female,youth,No,No,No,No,No,No,No,No,No,No,12,Yes,One year,Yes,Bank transfer (automatic),19.35,219.35,No,Somewhat Loyal,Single,0
225,Male,youth,No,No,unknown,DSL,Yes,No,No,No,Yes,Yes,24,No,One year,Yes,Mailed check,50.6,1288.75,No,Loyal,Single,3
226,Female,youth,Yes,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,31,Yes,One year,Yes,Mailed check,81.15,2545.75,No,Loyal,Married With Dependents ,5
227,Female,youth,Yes,No,No,DSL,No,No,No,No,Yes,No,1,Yes,Month-to-month,No,Mailed check,55.2,55.2,Yes,New,Married,1
228,Male,youth,No,No,Yes,Fiber optic,No,No,No,Yes,No,Yes,30,Yes,Month-to-month,Yes,Credit card (automatic),89.9,2723.15,No,Loyal,Single,2
229,Female,youth,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,47,Yes,Two year,Yes,Credit card (automatic),85.3,4107.25,No,Loyal,Married With Dependents ,5
230,Male,youth,No,No,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,54,Yes,Two year,Yes,Credit card (automatic),108.0,5760.65,No,Very Loyal,Single,5
231,Male,youth,No,No,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,50,Yes,Month-to-month,Yes,Credit card (automatic),93.5,4747.5,No,Very Loyal,Single,4
232,Male,youth,No,No,No,Fiber optic,Yes,No,No,No,No,Yes,1,Yes,Month-to-month,Yes,Mailed check,84.6,84.6,Yes,New,Single,2
233,Female,youth,No,No,No,No,No,No,No,No,No,No,72,Yes,Two year,No,Credit card (automatic),20.25,1566.9,No,Very Loyal,Single,0
234,Female,youth,No,No,Yes,No,No,No,No,No,No,No,29,Yes,Month-to-month,No,Electronic check,25.15,702.0,No,Loyal,Single,0
235,Male,youth,No,No,Yes,DSL,No,Yes,No,No,No,No,2,Yes,Month-to-month,Yes,Mailed check,54.4,114.1,Yes,New,Single,1
236,Female,youth,No,No,unknown,DSL,No,No,No,Yes,No,No,10,No,Two year,Yes,Mailed check,29.6,299.05,No,New,Single,1
237,Male,youth,Yes,No,Yes,Fiber optic,No,No,No,No,No,No,18,Yes,Month-to-month,Yes,Electronic check,73.15,1305.95,No,Somewhat Loyal,Married,0
238,Female,old,No,No,No,Fiber optic,No,Yes,No,No,Yes,Yes,11,Yes,Month-to-month,Yes,Electronic check,95.0,1120.3,Yes,New,Single,3
239,Male,youth,No,No,No,No,No,No,No,No,No,No,16,Yes,Two year,No,Mailed check,19.75,284.35,No,Somewhat Loyal,Single,0
240,Female,youth,No,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,72,Yes,Two year,No,Bank transfer (automatic),86.6,6350.5,No,Very Loyal,Single,5
241,Male,youth,No,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,72,Yes,Two year,No,Bank transfer (automatic),109.2,7878.3,No,Very Loyal,Single,5
242,Female,youth,Yes,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,41,Yes,One year,Yes,Credit card (automatic),74.7,3187.65,No,Loyal,Married With Dependents ,4
243,Female,old,Yes,No,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,65,Yes,Month-to-month,No,Electronic check,94.4,6126.15,No,Very Loyal,Married,4
244,Female,old,No,No,No,DSL,No,Yes,Yes,No,No,No,13,Yes,Month-to-month,Yes,Electronic check,54.8,731.3,No,Somewhat Loyal,Single,2
245,Male,old,No,No,No,Fiber optic,Yes,No,No,No,No,No,4,Yes,Month-to-month,No,Electronic check,75.35,273.4,No,New,Single,1
246,Male,youth,No,No,Yes,DSL,No,No,Yes,No,No,Yes,41,Yes,One year,No,Mailed check,65.0,2531.8,No,Loyal,Single,2
247,Male,old,No,No,No,Fiber optic,No,Yes,No,No,No,No,15,Yes,Month-to-month,Yes,Electronic check,74.4,1074.3,Yes,Somewhat Loyal,Single,1
248,Male,youth,No,No,No,DSL,Yes,No,No,No,No,No,1,Yes,Month-to-month,Yes,Mailed check,48.55,48.55,Yes,New,Single,1
249,Male,youth,No,No,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,42,Yes,One year,Yes,Electronic check,99.0,4298.45,No,Loyal,Single,4
250,Female,youth,Yes,No,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,51,Yes,One year,Yes,Electronic check,93.5,4619.55,No,Very Loyal,Married,4
251,Female,youth,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,2,Yes,Month-to-month,No,Electronic check,70.4,147.15,Yes,New,Married With Dependents ,0
252,Male,old,Yes,No,unknown,DSL,No,Yes,No,No,Yes,No,1,No,Month-to-month,No,Electronic check,40.2,40.2,Yes,New,Married,2
253,Male,youth,No,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,32,Yes,One year,No,Credit card (automatic),83.7,2633.3,No,Loyal,Singe With Dependents,5
254,Male,youth,No,No,No,No,No,No,No,No,No,No,10,Yes,Month-to-month,Yes,Mailed check,19.85,193.05,No,New,Single,0
255,Female,youth,Yes,Yes,unknown,DSL,No,Yes,Yes,Yes,Yes,Yes,67,No,Two year,Yes,Electronic check,59.55,4103.9,No,Very Loyal,Married With Dependents ,5
256,Female,youth,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,61,Yes,Two year,No,Credit card (automatic),115.1,7008.15,No,Very Loyal,Married With Dependents ,6
257,Male,youth,No,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,50,Yes,One year,No,Credit card (automatic),114.35,5791.1,No,Very Loyal,Single,6
258,Female,youth,Yes,No,No,DSL,No,No,No,No,No,No,2,Yes,Month-to-month,Yes,Credit card (automatic),44.6,80.55,Yes,New,Married,0
259,Female,old,Yes,No,unknown,DSL,Yes,No,Yes,No,No,Yes,29,No,Month-to-month,Yes,Electronic check,45.0,1228.65,No,Loyal,Married,3
260,Male,old,No,No,unknown,DSL,No,No,Yes,No,No,Yes,3,No,Month-to-month,Yes,Electronic check,41.15,132.2,Yes,New,Single,2
261,Male,old,No,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,13,Yes,Month-to-month,Yes,Electronic check,106.9,1364.3,Yes,Somewhat Loyal,Single,4
262,Male,old,Yes,No,Yes,Fiber optic,No,Yes,No,No,No,Yes,57,Yes,Month-to-month,Yes,Electronic check,89.85,4925.35,No,Very Loyal,Married,2
263,Female,youth,No,No,unknown,DSL,Yes,Yes,No,Yes,No,Yes,31,No,Two year,Yes,Bank transfer (automatic),49.85,1520.1,No,Loyal,Single,4
264,Female,youth,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,45,Yes,One year,No,Mailed check,113.3,5032.25,No,Loyal,Married,6
265,Female,youth,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,61,Yes,Two year,No,Mailed check,88.1,5526.75,No,Very Loyal,Married With Dependents ,6
266,Male,youth,No,No,Yes,No,No,No,No,No,No,No,50,Yes,Two year,No,Bank transfer (automatic),24.9,1195.25,No,Very Loyal,Single,0
267,Female,old,No,No,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,19,Yes,Month-to-month,Yes,Mailed check,105.0,2007.25,No,Somewhat Loyal,Single,5
268,Male,youth,No,No,No,No,No,No,No,No,No,No,59,Yes,Two year,No,Mailed check,19.35,1099.6,Yes,Very Loyal,Single,0
269,Female,youth,Yes,No,Yes,No,No,No,No,No,No,No,71,Yes,Two year,Yes,Credit card (automatic),24.25,1732.95,No,Very Loyal,Married,0
270,Female,old,No,No,No,Fiber optic,No,No,No,Yes,Yes,Yes,16,Yes,Month-to-month,Yes,Electronic check,94.45,1511.2,Yes,Somewhat Loyal,Single,3
271,Male,youth,Yes,No,No,DSL,Yes,Yes,No,Yes,No,No,57,Yes,Two year,Yes,Electronic check,59.75,3450.15,No,Very Loyal,Married,3
272,Male,youth,No,No,unknown,DSL,No,No,No,No,No,No,1,No,Month-to-month,No,Bank transfer (automatic),24.8,24.8,Yes,New,Single,0
273,Male,old,Yes,No,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,20,Yes,Month-to-month,No,Electronic check,107.05,2172.05,No,Somewhat Loyal,Married,4
274,Male,youth,No,No,No,Fiber optic,No,No,No,No,No,No,1,Yes,Month-to-month,No,Mailed check,70.6,70.6,Yes,New,Single,0
275,Male,youth,Yes,No,Yes,Fiber optic,No,Yes,No,Yes,No,No,5,Yes,Month-to-month,Yes,Electronic check,85.4,401.1,Yes,New,Married,2
276,Female,youth,Yes,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,52,Yes,Month-to-month,Yes,Electronic check,105.05,5624.85,Yes,Very Loyal,Married,4
277,Male,old,Yes,No,No,DSL,Yes,Yes,No,No,No,Yes,21,Yes,Month-to-month,Yes,Bank transfer (automatic),64.95,1339.8,No,Somewhat Loyal,Married,3
278,Male,youth,No,No,unknown,DSL,No,No,Yes,Yes,Yes,Yes,14,No,Month-to-month,Yes,Electronic check,55.0,771.95,No,Somewhat Loyal,Single,4
279,Female,youth,No,No,No,DSL,No,Yes,No,No,No,No,5,Yes,Month-to-month,No,Bank transfer (automatic),50.55,244.75,No,New,Single,1
280,Female,youth,No,No,No,DSL,Yes,Yes,No,No,No,No,6,Yes,Month-to-month,No,Mailed check,55.15,322.9,No,New,Single,2
281,Female,youth,No,No,No,DSL,No,Yes,No,No,No,No,10,Yes,Month-to-month,No,Electronic check,51.2,498.25,No,New,Single,1
282,Female,youth,No,Yes,Yes,No,No,No,No,No,No,No,1,Yes,Month-to-month,No,Mailed check,25.4,25.4,No,New,Singe With Dependents,0
283,Female,youth,No,No,Yes,DSL,Yes,No,No,No,No,No,68,Yes,Month-to-month,No,Mailed check,54.45,3687.75,No,Very Loyal,Single,1
284,Male,youth,Yes,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,18,Yes,Month-to-month,No,Mailed check,95.15,1779.95,Yes,Somewhat Loyal,Married With Dependents ,3
285,Female,youth,No,No,Yes,Fiber optic,No,No,No,No,No,No,22,Yes,One year,Yes,Credit card (automatic),76.0,1783.6,No,Somewhat Loyal,Single,0
286,Female,youth,No,No,No,DSL,No,No,No,No,No,No,20,Yes,Month-to-month,Yes,Electronic check,44.35,927.15,No,Somewhat Loyal,Single,0
287,Male,youth,Yes,No,No,Fiber optic,No,No,No,No,No,No,1,Yes,Month-to-month,No,Electronic check,70.0,70.0,Yes,New,Married,0
288,Male,old,No,No,No,Fiber optic,No,Yes,No,No,No,No,8,Yes,Month-to-month,Yes,Electronic check,74.5,606.55,Yes,New,Single,1
289,Male,youth,No,No,No,DSL,No,No,No,No,No,No,10,Yes,Month-to-month,Yes,Credit card (automatic),44.85,435.4,Yes,New,Single,0
290,Male,old,No,No,Yes,Fiber optic,No,No,No,No,No,No,24,Yes,Month-to-month,Yes,Electronic check,76.1,1712.7,Yes,Loyal,Single,0
291,Male,youth,No,No,No,DSL,Yes,Yes,Yes,No,No,No,35,Yes,One year,No,Mailed check,61.2,2021.2,No,Loyal,Single,3
292,Male,youth,Yes,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,23,Yes,One year,No,Mailed check,86.8,1940.8,No,Somewhat Loyal,Married With Dependents ,3
293,Female,old,No,No,No,Fiber optic,No,No,No,No,Yes,Yes,6,Yes,Month-to-month,Yes,Electronic check,89.35,567.8,No,New,Single,2
294,Female,youth,No,No,No,No,No,No,No,No,No,No,12,Yes,Month-to-month,No,Mailed check,19.7,220.35,No,Somewhat Loyal,Single,0
295,Male,youth,No,No,No,No,No,No,No,No,No,No,1,Yes,Month-to-month,No,Mailed check,20.25,20.25,No,New,Single,0
296,Female,youth,Yes,Yes,No,Fiber optic,No,No,Yes,No,No,No,71,Yes,Two year,No,Electronic check,76.05,5436.45,No,Very Loyal,Married With Dependents ,1
297,Male,old,Yes,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,35,Yes,Month-to-month,Yes,Electronic check,100.8,3437.5,No,Loyal,Married,3
298,Male,youth,Yes,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,40,Yes,Month-to-month,Yes,Electronic check,74.55,3015.75,No,Loyal,Married With Dependents ,3
299,Female,youth,No,Yes,No,Fiber optic,Yes,No,No,No,No,No,1,Yes,Month-to-month,Yes,Mailed check,73.6,73.6,Yes,New,Singe With Dependents,1
300,Male,youth,No,No,No,DSL,No,No,No,No,Yes,Yes,23,Yes,One year,Yes,Bank transfer (automatic),64.9,1509.8,No,Somewhat Loyal,Single,2
301,Female,old,No,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,4,Yes,Month-to-month,Yes,Electronic check,95.45,396.1,Yes,New,Single,2
302,Male,youth,No,No,No,Fiber optic,No,No,Yes,Yes,No,Yes,4,Yes,Month-to-month,Yes,Electronic check,90.4,356.65,No,New,Single,3
303,Female,youth,Yes,Yes,unknown,DSL,No,Yes,Yes,Yes,Yes,Yes,68,No,Two year,No,Credit card (automatic),60.3,4109.0,No,Very Loyal,Married With Dependents ,5
304,Male,youth,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,38,Yes,Month-to-month,Yes,Mailed check,81.85,3141.7,No,Loyal,Singe With Dependents,1
305,Male,youth,Yes,Yes,Yes,No,No,No,No,No,No,No,52,Yes,Two year,No,Mailed check,24.8,1229.1,No,Very Loyal,Married With Dependents ,0
306,Male,old,Yes,No,Yes,Fiber optic,No,No,No,No,No,No,32,Yes,Month-to-month,Yes,Electronic check,74.9,2303.35,Yes,Loyal,Married,0
307,Male,youth,Yes,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,29,Yes,Two year,No,Mailed check,75.55,2054.4,No,Loyal,Married With Dependents ,4
308,Male,old,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,38,Yes,Month-to-month,No,Electronic check,101.15,3741.85,No,Loyal,Married With Dependents ,3
309,Male,youth,No,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,48,Yes,One year,Yes,Credit card (automatic),78.75,3682.45,No,Loyal,Singe With Dependents,4
310,Female,youth,No,No,No,No,No,No,No,No,No,No,1,Yes,Month-to-month,Yes,Bank transfer (automatic),19.25,19.25,No,New,Single,0
311,Female,youth,No,No,No,Fiber optic,Yes,No,No,Yes,No,Yes,22,Yes,Month-to-month,Yes,Electronic check,89.05,1886.25,No,Somewhat Loyal,Single,3
312,Female,youth,No,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,43,Yes,Two year,No,Credit card (automatic),115.05,4895.1,No,Loyal,Single,6
313,Female,old,Yes,No,No,Fiber optic,No,No,No,No,No,No,5,Yes,Month-to-month,Yes,Electronic check,69.35,341.6,No,New,Married,0
314,Male,youth,No,No,No,Fiber optic,No,No,No,No,Yes,No,5,Yes,Month-to-month,Yes,Electronic check,80.6,415.55,Yes,New,Single,1
315,Male,youth,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,51,Yes,One year,No,Credit card (automatic),110.05,5686.4,No,Very Loyal,Married With Dependents ,5
316,Male,youth,No,No,No,No,No,No,No,No,No,No,71,Yes,Two year,Yes,Credit card (automatic),19.9,1355.1,No,Very Loyal,Single,0
317,Female,youth,Yes,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,38,Yes,One year,No,Credit card (automatic),80.3,3058.65,Yes,Loyal,Married With Dependents ,5
318,Male,old,Yes,No,No,Fiber optic,No,No,Yes,No,Yes,Yes,24,Yes,Month-to-month,Yes,Electronic check,93.15,2231.05,Yes,Loyal,Married,3
319,Male,youth,Yes,No,Yes,Fiber optic,No,No,No,Yes,Yes,No,35,Yes,Month-to-month,Yes,Credit card (automatic),91.5,3236.35,No,Loyal,Married,2
320,Female,old,No,No,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,54,Yes,One year,No,Bank transfer (automatic),82.45,4350.1,Yes,Very Loyal,Single,5
321,Female,youth,Yes,Yes,unknown,DSL,No,Yes,Yes,Yes,Yes,Yes,72,No,Two year,Yes,Electronic check,60.0,4264.0,No,Very Loyal,Married With Dependents ,5
322,Male,youth,No,No,No,DSL,No,No,No,No,No,No,1,Yes,Month-to-month,Yes,Electronic check,44.8,44.8,No,New,Single,0
323,Female,youth,Yes,Yes,No,DSL,Yes,No,No,No,No,No,9,Yes,One year,No,Mailed check,48.6,422.3,No,New,Married With Dependents ,1
324,Male,youth,No,No,unknown,DSL,Yes,Yes,No,Yes,Yes,Yes,69,No,Two year,Yes,Bank transfer (automatic),60.05,4176.7,No,Very Loyal,Single,5
325,Female,youth,Yes,No,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,52,Yes,Month-to-month,Yes,Credit card (automatic),102.7,5138.1,No,Very Loyal,Married,4
326,Female,old,Yes,No,No,Fiber optic,No,No,No,Yes,Yes,No,11,Yes,Month-to-month,Yes,Electronic check,82.9,880.05,No,New,Married,2
327,Female,old,No,No,No,Fiber optic,No,No,No,No,No,No,2,Yes,Month-to-month,Yes,Electronic check,70.35,139.05,Yes,New,Single,0
328,Female,old,Yes,Yes,unknown,DSL,No,No,No,No,Yes,No,28,No,Month-to-month,Yes,Electronic check,35.9,973.65,No,Loyal,Married With Dependents ,1
329,Female,old,No,No,Yes,Fiber optic,No,No,Yes,No,No,No,17,Yes,Month-to-month,Yes,Credit card (automatic),82.65,1470.05,No,Somewhat Loyal,Single,1
